None	63485
232136	6297
340621	2254
226747	1633
101872	1524
141286	1307
490684	1247
10843	1181
310379	1113
75757	1009
156339	1001
44035	974
180171	923
185665	856
181079	807
457583	784
593900	765
614925	725
283541	701
344617	692
219484	678
248550	672
226498	671
587636	664
40539	663
294427	645
374484	639
200671	636
586932	634
539904	613
304287	610
541988	608
213829	599
616649	599
151406	591
41693	588
457354	586
320337	578
539126	574
497792	572
620594	564
21244	559
131367	555
468022	544
422865	539
22757	536
327995	535
402723	532
149616	530
112273	525
92996	525
463859	518
492813	515
113017	511
225587	508
241784	507
324045	505
400964	497
617646	489
347410	484
103119	483
267723	479
144790	476
34947	473
17571	469
3669	469
514634	467
227064	465
418175	456
564472	453
192496	452
370312	451
406596	450
254519	447
67176	445
191809	442
453396	436
445735	434
270248	432
121743	425
300733	424
207030	423
376940	419
124281	418
614243	416
493655	409
127505	407
135169	404
392167	404
610590	404
34525	403
39975	402
613219	394
280263	390
257310	389
448805	386
505508	380
617405	379
577309	373
588686	366
465636	365
569850	365
532117	359
459520	358
199467	357
190056	356
409111	353
346457	351
22201	350
189820	345
51733	345
397543	344
136640	342
28859	338
489371	338
85425	337
401725	332
470248	332
451800	330
583090	328
220442	327
522199	327
202581	326
320895	326
592747	324
14354	323
196852	322
608376	321
180037	320
533654	319
282694	317
526178	317
366639	316
614670	315
541471	313
143359	312
569772	309
394140	307
452599	304
540934	304
196558	303
448485	301
366723	300
311587	299
311998	297
457998	296
89931	296
268750	295
206576	294
256693	294
507010	293
397620	292
414408	290
34812	288
62810	287
521255	286
134437	284
18519	284
598926	284
252174	283
312775	282
359811	282
454149	282
567726	281
140501	280
290337	280
557599	280
139424	279
201649	277
206744	275
349250	275
13379	273
179785	273
220090	273
392512	273
483471	273
65527	272
622325	271
477941	270
492603	268
325346	266
168324	264
446310	264
275552	263
381817	263
350721	262
600528	261
296519	259
478612	259
504528	259
151577	257
567378	257
609834	257
185851	256
246846	256
303578	256
194044	253
222533	253
519767	252
589869	252
64154	252
270855	251
568182	251
268649	250
300102	250
372658	249
74262	246
190141	244
175835	243
23521	243
39598	243
528691	243
559808	241
98718	241
131779	240
12563	239
265273	239
434455	238
53091	238
250228	236
593358	236
78755	234
48809	233
325936	231
55629	231
79902	231
140811	230
350511	230
454242	230
566644	230
192632	229
430570	228
248089	227
563449	227
203537	226
454276	226
492607	226
221990	225
25311	225
496762	225
553257	224
253061	222
47528	222
392726	221
131263	220
244537	220
275261	220
276035	220
298922	220
52575	220
119236	219
126944	219
148116	219
422504	219
432968	219
40476	218
100920	217
223147	217
85222	217
126535	216
250270	216
565831	216
477870	215
56437	215
162563	214
327881	214
554252	214
123228	213
160998	213
376305	213
61720	213
219179	212
371598	211
105594	210
517526	210
354600	209
56970	209
402273	208
409036	208
436056	207
440749	207
51684	207
208781	203
30007	203
306720	203
183871	202
124428	201
213311	201
145588	199
37625	199
471113	199
482134	199
491683	199
9018	199
94537	199
230010	198
459622	197
489154	197
504185	197
543790	197
569396	196
451131	195
526110	194
1996	193
253506	193
26226	193
576466	193
186098	192
197656	192
517718	192
123260	191
139200	191
546722	191
546992	191
183450	190
404247	190
527898	190
530551	190
85770	190
289680	189
210226	188
610727	188
266184	187
364441	187
513660	187
364897	186
376735	186
532569	185
361000	184
422766	184
467178	184
474822	184
533223	184
623778	184
89968	184
166998	183
173301	183
32953	183
16937	180
280245	180
461814	180
554099	180
134930	179
158502	179
516842	179
396481	178
156565	177
263966	177
592787	177
117158	176
166053	175
291479	175
400058	175
51767	175
569455	175
434897	174
499437	174
405842	173
466895	173
182509	172
228988	172
32076	172
212016	171
325257	171
114385	170
129457	170
244960	170
468031	170
477192	170
523835	170
531268	170
74968	170
386320	169
386719	169
4653	169
528144	169
230202	168
357972	168
442631	168
206975	167
266897	167
353871	167
20028	166
494057	166
470057	165
581560	165
618458	165
155849	164
378558	164
386292	164
534444	164
580974	164
100419	163
1383	163
249902	163
459268	163
596241	163
124887	162
181398	162
223457	162
356579	162
423861	162
513801	162
522447	162
123485	161
173094	161
357931	161
394070	161
275594	160
325175	160
470288	160
509945	160
235966	159
281577	159
288744	159
373124	159
478952	159
586634	159
140810	158
235507	158
238223	158
271928	158
549840	158
167342	157
378269	157
4119	157
417634	157
427401	157
538307	157
554577	157
361313	156
310942	155
338908	155
405897	155
95143	155
28589	154
386899	154
425182	154
274030	153
344616	153
410606	153
548231	153
617599	153
301986	152
84102	152
214573	151
248699	151
123600	150
135864	150
205234	150
24474	150
28696	150
29420	150
381411	150
479777	150
491757	150
144114	149
202127	149
280533	149
280997	149
596296	149
167727	148
28506	148
3082	148
392569	148
569179	148
373625	147
375421	147
539938	147
208220	146
348716	146
388472	146
532488	146
537293	146
566294	146
258385	145
258823	145
339392	145
428105	145
551361	145
250111	144
477859	144
558154	144
612797	144
615774	144
123025	143
144650	143
237488	143
241975	143
308552	143
344409	143
365323	143
372459	143
382448	143
457022	143
483540	143
133867	142
366284	142
385468	142
478832	142
159688	141
265141	141
307904	141
46759	141
618915	141
411246	140
474000	140
531020	140
569554	140
111411	139
1450	139
153097	139
278817	139
483278	139
556458	139
558295	139
55971	139
562028	139
140753	138
195644	138
262951	138
273330	138
300668	138
341554	138
532453	138
134823	137
210293	137
231617	137
314129	137
337187	137
373181	137
390355	137
160716	136
228104	136
410183	136
560485	136
103858	135
150404	135
181178	135
280462	135
313183	135
398626	135
428598	135
488761	135
2255	134
23441	134
450199	134
4557	134
462562	134
531379	134
261475	133
341671	133
368025	133
420031	133
548098	133
213407	132
270539	132
440376	132
483911	132
513856	132
553728	132
9101	132
237555	131
247155	131
438293	131
49669	131
96921	131
140480	130
18260	130
235320	130
282465	130
402563	130
423102	130
435892	130
502177	130
507237	130
509800	130
63667	130
93982	130
132709	129
44949	129
454589	129
502196	129
615614	129
71149	129
156579	128
362366	128
553890	128
588244	128
205483	127
268297	127
312904	127
323933	127
361309	127
365958	127
385552	127
386411	127
514710	127
516835	127
57414	127
586428	127
60117	127
110821	126
215142	126
259552	126
262605	126
308414	126
312034	126
339962	126
550452	126
70786	126
108047	125
444400	125
465818	125
556366	125
571354	125
59710	125
608647	125
11847	124
146781	124
363219	124
434626	124
488032	124
77870	124
112126	123
114759	123
222184	123
262599	123
410641	123
417246	123
545685	123
10768	122
196323	122
196941	122
215524	122
387347	122
454167	122
459771	122
566023	122
187556	121
194634	121
225197	121
273065	121
320472	121
322770	121
434240	121
568035	121
91556	121
135259	120
22045	120
287226	120
306364	120
311903	120
396506	120
470086	120
481274	120
572660	120
592491	120
607946	120
80387	120
418860	119
452475	119
11059	118
156663	118
306289	118
462537	118
531310	118
539951	118
567547	118
596315	118
599691	118
76814	118
79846	118
372773	117
566850	117
618422	117
623230	117
6539	117
89811	117
151832	116
21931	116
331047	116
351709	116
40419	116
445533	116
448342	116
478367	116
486392	116
165167	115
263294	115
276597	115
301196	115
534596	115
624906	115
10669	114
146958	114
157486	114
221736	114
243046	114
262160	114
269414	114
276089	114
279651	114
400435	114
457551	114
74425	114
158229	113
169708	113
173954	113
184172	113
266542	113
311739	113
353740	113
384567	113
409029	113
431048	113
454193	113
551684	113
81063	113
131818	112
225724	112
301826	112
302377	112
406535	112
450160	112
451541	112
462814	112
501834	112
531445	112
551350	112
577096	112
604243	112
80314	112
161901	111
287275	111
307850	111
330613	111
430500	111
541465	111
74231	111
140118	110
162605	110
201378	110
217853	110
267369	110
443535	110
542635	110
599795	110
623758	110
90662	110
171274	109
185738	109
290893	109
311856	109
361283	109
380288	109
467530	109
496465	109
552332	109
571735	109
59110	109
67042	109
76276	109
81028	109
129811	108
141597	108
182140	108
277496	108
285175	108
299424	108
353638	108
386983	108
578697	108
205414	107
208007	107
210839	107
224051	107
366961	107
370449	107
371644	107
387522	107
521697	107
536990	107
55098	107
595568	107
603153	107
618974	107
620288	107
138583	106
231645	106
327945	106
374471	106
533581	106
574025	106
578821	106
587100	106
594998	106
605401	106
163032	105
178371	105
182953	105
19092	105
197765	105
217157	105
256288	105
309265	105
320955	105
325022	105
348411	105
36142	105
36798	105
405088	105
448162	105
467777	105
546283	105
569769	105
591015	105
610125	105
612520	105
102148	104
14562	104
15822	104
159087	104
181667	104
321833	104
353658	104
446978	104
518930	104
556804	104
571827	104
127868	103
140126	103
183040	103
296700	103
369645	103
375876	103
39046	103
41821	103
457402	103
568350	103
569074	103
594115	103
130677	102
172457	102
239538	102
318901	102
435555	102
442383	102
622512	102
115492	101
225086	101
348069	101
363220	101
46539	101
507586	101
525557	101
555174	101
576250	101
601402	101
105656	100
111214	100
111942	100
205871	100
217506	100
267846	100
349976	100
424817	100
427277	100
433899	100
436001	100
576640	100
600313	100
10868	99
111218	99
166392	99
193769	99
315689	99
438845	99
497963	99
541394	99
56524	99
63312	99
90711	99
97853	99
230361	98
27935	98
426584	98
430667	98
535159	98
569925	98
74211	98
158948	97
179347	97
19778	97
199680	97
224865	97
283179	97
290158	97
313033	97
417237	97
46217	97
524504	97
533956	97
58152	97
617491	97
618142	97
70896	97
82847	97
87824	97
100922	96
146432	96
172147	96
188078	96
26728	96
298522	96
40124	96
440753	96
491417	96
536930	96
542718	96
573838	96
590936	96
298042	95
324472	95
338976	95
349771	95
61954	95
70528	95
115373	94
131721	94
188632	94
219304	94
250153	94
277277	94
29050	94
376665	94
38438	94
407844	94
455400	94
574483	94
98444	94
101977	93
